Type,kittiSeq,vehicleId,valSeqNo,Augmentation,Seq Loss
Training,57,1,165,False,0.0
Training,57,1,166,False,0.0
Training,57,1,167,False,0.0
Training,57,3,170,False,0.125
Training,57,8,173,False,0.075
Training,57,10,176,False,0.0
Training,57,10,177,False,0.25
Validation,8,8,0,False,0.7871320343559642
Validation,12,1,2,False,1.7704650926705117
Validation,20,0,4,False,0.6517766952966368
Validation,20,4,5,False,0.8621320343559642
Validation,20,13,6,False,0.7181980515339463
Validation,20,46,7,False,1.0118033988749895
Validation,20,122,9,False,1.384674265336897
Validation,20,122,10,False,1.3935028842544404
Validation,5,31,16,False,0.4853553390593274
Validation,18,6,25,False,0.9578427124746189
Validation,18,6,26,False,0.4560660171779821
Validation,7,22,30,False,1.6978708664619078
Validation,11,0,33,False,0.9550014504089358
Validation,11,35,37,False,0.5912570384968221
Validation,57,1,42,False,1.4142135623730951
Validation,57,1,43,False,1.2088834764831844
Training,4,2,1,False,0.6326783947341316
Training,4,2,2,False,0.8767766952966369
Training,4,2,3,False,0.47248737341529157
Training,4,2,4,False,1.0474873734152914
Training,8,8,6,False,0.8842907722902812
Training,8,8,7,False,0.7724873734152917
Training,8,8,8,False,0.6224873734152917
Training,8,8,9,False,0.6957106781186548
Training,8,8,10,False,0.8094550900307687
Training,8,13,11,False,0.7428694160529716
Training,8,13,12,False,0.9757121285275906
Training,8,13,13,False,0.3603553390593274
Training,20,0,21,False,0.4707106781186548
Training,20,0,22,False,0.8428694160529716
Training,20,3,24,False,0.8371320343559642
Training,20,5,25,False,0.325
Training,20,5,26,False,0.9224873734152915
Training,20,7,27,False,0.525
Training,20,9,28,False,0.3
Training,20,12,30,False,0.682842712474619
Training,20,12,31,False,0.7060660171779822
Training,20,12,32,False,0.6664213562373095
Training,20,12,33,False,0.4103553390593274
Training,20,12,34,False,0.3914213562373095
Training,20,12,35,False,0.5457106781186548
Training,20,12,36,False,0.8267766952966369
Training,20,12,37,False,0.7342907722902812
Training,20,12,38,False,0.7785533905932738
Training,20,13,39,False,0.5207106781186548
Training,20,13,40,False,0.6164213562373095
Training,20,15,41,False,0.375
Training,20,16,42,False,0.8285533905932738
Training,20,16,43,False,0.4207106781186548
Training,20,16,44,False,0.5957106781186547
Training,20,19,45,False,0.7224873734152917
Training,20,55,49,False,0.506066017177982
Training,20,122,57,False,0.9094550900307686
Training,84,2,58,False,0.2353553390593274
Training,84,3,59,False,0.1
Training,84,5,60,False,0.1
Training,84,14,64,False,0.4810660171779821
Training,84,14,65,False,0.5310660171779821
Training,84,48,69,False,0.5310660171779821
Training,5,31,77,False,0.8516123775561495
Training,9,16,82,False,0.6767766952966369
Training,6,12,97,False,1.1728708664619074
Training,10,0,98,False,0.3767766952966369
Training,10,0,99,False,0.425
Training,10,0,100,False,0.6785533905932738
Training,10,0,101,False,0.6559016994374948
Training,18,1,105,False,0.7414213562373095
Training,18,2,106,False,1.0303300858899105
Training,18,2,107,False,1.1035533905932737
Training,18,2,108,False,0.45
Training,18,2,109,False,0.05
Training,18,3,110,False,0.5767766952966369
Training,18,3,111,False,0.5414213562373095
Training,18,3,112,False,0.29571067811865476
Training,18,3,113,False,0.9035533905932738
Training,18,6,114,False,0.4
Training,18,16,115,False,0.35
Training,3,0,120,False,0.7430337337934589
Training,3,1,121,False,0.525
Training,7,11,124,False,0.8783890728527863
Training,11,0,138,False,0.9326783947341315
Training,11,0,139,False,0.7889087296526012
Training,11,0,140,False,0.6535533905932737
Training,11,0,141,False,0.7414213562373095
Training,11,28,145,False,0.75
Training,11,39,149,False,1.3504383506122568
Training,11,43,151,False,0.375
Training,11,51,153,False,0.5017766952966369
Training,15,2,154,False,1.056778145705573
Training,15,18,156,False,0.7181980515339463
Training,19,42,159,False,0.757842712474619
Training,19,63,161,False,0.6853553390593274
Training,19,72,162,False,0.6164213562373095
Training,19,88,164,False,0.8853553390593273
Training,57,1,165,False,0.0
Training,57,1,166,False,0.0
Training,57,1,167,False,0.0
Training,57,3,170,False,0.075
Training,57,8,173,False,0.05
Training,57,10,176,False,0.0
Training,57,10,177,False,0.2
Validation,8,8,0,False,0.8637444119121138
Validation,12,1,2,False,2.363833795591498
Validation,20,0,4,False,0.625
Validation,20,4,5,False,0.6224873734152917
Validation,20,13,6,False,0.7267766952966369
Validation,20,46,7,False,1.0346194077712556
Validation,20,122,9,False,0.8723230556748043
Validation,20,122,10,False,1.3935028842544404
Validation,5,31,16,False,0.4603553390593274
Validation,18,6,25,False,0.7767766952966368
Validation,18,6,26,False,1.0712584889057581
Validation,7,22,30,False,1.1533890728527862
Validation,11,0,33,False,1.0283890728527865
Validation,11,35,37,False,0.7723230556748043
Validation,57,1,42,False,0.0
Validation,57,1,43,False,0.6
Training,4,2,1,False,0.782842712474619
Training,4,2,2,False,0.8603553390593273
Training,4,2,3,False,0.175
Training,4,2,4,False,0.9517766952966369
Training,8,8,6,False,0.757842712474619
Training,8,8,7,False,0.782842712474619
Training,8,8,8,False,0.5957106781186547
Training,8,8,9,False,0.6457106781186548
Training,8,8,10,False,0.7164213562373096
Training,8,13,11,False,0.8223230556748042
Training,8,13,12,False,0.9198104290900957
Training,8,13,13,False,0.5207106781186548
Training,20,0,21,False,0.6576783947341316
Training,20,0,22,False,0.8385800941716264
Training,20,3,24,False,1.0285533905932738
Training,20,5,25,False,0.3603553390593274
Training,20,5,26,False,0.9594550900307685
Training,20,7,27,False,0.35
Training,20,9,28,False,0.325
Training,20,12,30,False,0.7517766952966369
Training,20,12,31,False,0.756066017177982
Training,20,12,32,False,1.0474873734152914
Training,20,12,33,False,0.5414213562373095
Training,20,12,34,False,0.5457106781186548
Training,20,12,35,False,0.7017766952966369
Training,20,12,36,False,0.857842712474619
Training,20,12,37,False,0.9050014504089358
Training,20,12,38,False,0.7887444119121138
Training,20,13,39,False,0.6957106781186548
Training,20,13,40,False,0.5810660171779821
Training,20,15,41,False,0.4810660171779821
Training,20,16,42,False,0.7724873734152917
Training,20,16,43,False,0.41642135623730947
Training,20,16,44,False,0.8181980515339464
Training,20,19,45,False,0.8842907722902812
Training,20,55,49,False,0.5267766952966368
Training,20,122,57,False,0.743033733793459
Training,84,2,58,False,0.5535533905932738
Training,84,3,59,False,0.025
Training,84,5,60,False,0.325
Training,84,14,64,False,0.3
Training,84,14,65,False,0.5603553390593274
Training,84,48,69,False,0.7353553390593274
Training,5,31,77,False,0.5914213562373095
Training,9,16,82,False,0.7681980515339463
Training,6,12,97,False,1.063908729652601
Training,10,0,98,False,0.38106601717798216
Training,10,0,99,False,0.6207106781186548
Training,10,0,100,False,0.4871320343559642
Training,10,0,101,False,0.46213203435596417
Training,18,1,105,False,0.8474873734152917
Training,18,2,106,False,0.9949747468305832
Training,18,2,107,False,1.088744411912114
Training,18,2,108,False,0.4560660171779821
Training,18,2,109,False,0.05
Training,18,3,110,False,0.6782247551122991
Training,18,3,111,False,0.5207106781186548
Training,18,3,112,False,0.4707106781186548
Training,18,3,113,False,0.631066017177982
Training,18,6,114,False,0.5603553390593274
Training,18,16,115,False,0.5853553390593274
Training,3,0,120,False,0.7808336368008464
Training,3,1,121,False,0.5957106781186547
Training,7,11,124,False,1.009290772290281
Training,11,0,138,False,1.1949747468305834
Training,11,0,139,False,0.7474873734152916
Training,11,0,140,False,0.5621320343559641
Training,11,0,141,False,0.6767766952966369
Training,11,28,145,False,0.65
Training,11,39,149,False,1.5862866428930462
Training,11,43,151,False,0.425
Training,11,51,153,False,0.9017766952966368
Training,15,2,154,False,1.1286082481589148
Training,15,18,156,False,0.6207106781186548
Training,19,42,159,False,0.757842712474619
Training,19,63,161,False,0.6914213562373095
Training,19,72,162,False,0.5767766952966369
Training,19,88,164,False,0.85
Training,57,1,165,False,0.0
Training,57,1,166,False,0.0
Training,57,1,167,False,0.0
Training,57,3,170,False,0.125
Training,57,8,173,False,0.05
Training,57,10,176,False,0.0
Training,57,10,177,False,0.2603553390593274
Validation,8,8,0,False,0.9389087296526011
Validation,12,1,2,False,1.8209206465513987
Validation,20,0,4,False,0.3603553390593274
Validation,20,4,5,False,0.4914213562373095
Validation,20,13,6,False,0.6914213562373095
Validation,20,46,7,False,0.9107388321059432
Validation,20,122,9,False,1.2067781457055726
Validation,20,122,10,False,1.3935028842544404
Validation,5,31,16,False,0.506066017177982
Validation,18,6,25,False,0.7121320343559642
Validation,18,6,26,False,0.39571067811865474
Validation,7,22,30,False,1.5019958706027654
Validation,11,0,33,False,0.7871320343559642
Validation,11,35,37,False,0.8092907722902811
Validation,57,1,42,False,1.4142135623730951
Validation,57,1,43,False,1.1881727983645298
Training,4,2,1,False,0.6681980515339464
Training,4,2,2,False,0.8414213562373096
Training,4,2,3,False,0.19571067811865475
Training,4,2,4,False,0.9017766952966368
Training,8,8,6,False,0.8267766952966369
Training,8,8,7,False,0.686967716615477
Training,8,8,8,False,0.7371320343559643
Training,8,8,9,False,0.7681980515339463
Training,8,8,10,False,0.7181980515339463
Training,8,13,11,False,0.6621320343559642
Training,8,13,12,False,0.9139087296526011
Training,8,13,13,False,0.3603553390593274
Training,20,0,21,False,0.425
Training,20,0,22,False,0.8930337337934589
Training,20,3,24,False,0.7310660171779821
Training,20,5,25,False,0.3853553390593274
Training,20,5,26,False,0.8033890728527865
Training,20,7,27,False,0.15
Training,20,9,28,False,0.2103553390593274
Training,20,12,30,False,0.7164213562373095
Training,20,12,31,False,0.6810660171779821
Training,20,12,32,False,0.6164213562373095
Training,20,12,33,False,0.49571067811865477
Training,20,12,34,False,0.4914213562373095
Training,20,12,35,False,0.5457106781186548
Training,20,12,36,False,0.8385800941716264
Training,20,12,37,False,0.8783890728527863
Training,20,12,38,False,0.782842712474619
Training,20,13,39,False,0.5810660171779821
Training,20,13,40,False,0.7060660171779821
Training,20,15,41,False,0.175
Training,20,16,42,False,0.6414213562373094
Training,20,16,43,False,0.3853553390593274
Training,20,16,44,False,0.6017766952966369
Training,20,19,45,False,0.9681980515339464
Training,20,55,49,False,0.5207106781186548
Training,20,122,57,False,0.682842712474619
Training,84,2,58,False,0.125
Training,84,3,59,False,0.025
Training,84,5,60,False,0.25
Training,84,14,64,False,0.325
Training,84,14,65,False,0.5103553390593274
Training,84,48,69,False,0.5957106781186547
Training,5,31,77,False,0.5310660171779821
Training,9,16,82,False,0.7414213562373095
Training,6,12,97,False,1.2488673705943054
Training,10,0,98,False,0.5457106781186548
Training,10,0,99,False,0.4853553390593274
Training,10,0,100,False,0.807842712474619
Training,10,0,101,False,0.5889087296526011
Training,18,1,105,False,0.7371320343559642
Training,18,2,106,False,1.05694246344606
Training,18,2,107,False,1.1553300858899107
Training,18,2,108,False,0.275
Training,18,2,109,False,0.05
Training,18,3,110,False,0.4914213562373095
Training,18,3,111,False,0.4457106781186548
Training,18,3,112,False,0.3560660171779821
Training,18,3,113,False,0.5353553390593274
Training,18,6,114,False,0.4517766952966369
Training,18,16,115,False,0.4914213562373095
Training,3,0,120,False,0.9033890728527865
Training,3,1,121,False,0.6207106781186548
Training,7,11,124,False,1.0696461113496085
Training,11,0,138,False,1.0053300858899106
Training,11,0,139,False,0.6871320343559641
Training,11,0,140,False,0.4603553390593274
Training,11,0,141,False,0.8196461113496085
Training,11,28,145,False,0.675
Training,11,39,149,False,1.5884468312362992
Training,11,43,151,False,0.8
Training,11,51,153,False,1.012132034355964
Training,15,2,154,False,0.9162570384968222
Training,15,18,156,False,0.506066017177982
Training,19,42,159,False,0.8224873734152915
Training,19,63,161,False,0.6707106781186548
Training,19,72,162,False,0.6724873734152916
Training,19,88,164,False,1.011967716615477
Training,57,1,165,False,0.0
Training,57,1,166,False,0.2
Training,57,1,167,False,0.0
Training,57,3,170,False,0.075
Training,57,8,173,False,0.06035533905932737
Training,57,10,176,False,0.0
Training,57,10,177,False,0.3871320343559642
Validation,8,8,0,False,0.8914213562373096
Validation,12,1,2,False,1.7088808691016504
Validation,20,0,4,False,0.5826783947341315
Validation,20,4,5,False,0.682842712474619
Validation,20,13,6,False,0.6871320343559643
Validation,20,46,7,False,1.0524888238242274
Validation,20,122,9,False,1.0757121285275906
Validation,20,122,10,False,1.3935028842544404
Validation,5,31,16,False,0.49571067811865477
Validation,18,6,25,False,0.757842712474619
Validation,18,6,26,False,1.222761406287061
Validation,7,22,30,False,1.55015111266948
Validation,11,0,33,False,0.7724873734152916
Validation,11,35,37,False,0.8035533905932738
Validation,57,1,42,False,1.4142135623730951
Validation,57,1,43,False,1.0424621202458748
Training,4,2,1,False,0.807842712474619
Training,4,2,2,False,0.8328427124746189
Training,4,2,3,False,0.2353553390593274
Training,4,2,4,False,0.9121320343559642
Training,8,8,6,False,1.0464228066462453
Training,8,8,7,False,0.7681980515339464
Training,8,8,8,False,0.6621320343559642
Training,8,8,9,False,0.631066017177982
Training,8,8,10,False,0.8389087296526011
Training,8,13,11,False,0.7785533905932738
Training,8,13,12,False,0.756066017177982
Training,8,13,13,False,0.46213203435596417
Training,20,0,21,False,0.5664213562373095
Training,20,0,22,False,1.0505478107871031
Training,20,3,24,False,0.9223230556748042
Training,20,5,25,False,0.325
Training,20,5,26,False,0.7181980515339463
Training,20,7,27,False,0.4603553390593274
